,State Code,Occupation,Total Main Worker (Person)
1750,24,Life Science and Health Associate Professionals,101312
1751,24,Teaching Associate Professionals,267908
1752,24,Other Associate Professionals,303427
1753,24,CLERKS,311001
1754,24,Office Clerks,286678
1755,24,Customer Services Clerks,24323
1756,24,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,1796305
1757,24,Personal and Protective Service Workers,350308
1758,24,"Models, Sales Persons and Demonstrators",1445997
1759,24,SKILLED AGRICULTURAL AND FISHERY WORKERS,675783
1760,24,Market Oriented Skilled Agricultural and Fishery Workers,675774
1761,24,Subsistence Agricultural and Fishery Workers,9
1762,24,CRAFT AND RELATED TRADES WORKERS,1691851
1763,24,Extraction and Building Trades Workers,630723
1764,24,"Metal, Machinery and Related Trades Workers",424737
1765,24,"Precision, Handicraft, Printing and Related Trades Workers",122980
1766,24,Other Craft and Related Trades Workers,513411
1767,24,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1973777
1768,24,Stationary Plant and Related Operators,138670
1769,24,Machine Operators and Assemblers,1333794
1770,24,Drivers and Mobile-Plant Operators,501313
1771,24,ELEMENTARY OCCUPATIONS,1463127
1772,24,Sales and Services Elementary Occupations,501269
1773,24,"Agricultural, Fishery and Related Labourers",25884
1774,24,"Labourers in Mining, Construction, Manufacturing and Transport",935974
1775,24,WORKERS NOT CLASSIFIED BY OCCUPATIONS,1398989
1776,24,Workers Not Reporting Any Occupations,1398989
1777,2,TOTAL,1044805
1778,2,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",50743
1779,2,Legislators and Senior Officials,20164
1780,2,Corporate Managers,30371
1781,2,General Managers,208
1782,2,PROFESSIONALS,80235
1783,2,"Physical, Mathematical and Engineering Science Professionals",18229
1784,2,Life Science and Health Professionals,9590
1785,2,Teaching Professionals,32393
1786,2,Other Professionals,20023
1787,2,TECHNICIANS AND ASSOCIATE PROFESSIONALS,129348
1788,2,Physical and Engineering Science Associate Professionals,6605
1789,2,Life Science and Health Associate Professionals,29103
1790,2,Teaching Associate Professionals,53375
1791,2,Other Associate Professionals,40265
1792,2,CLERKS,50076
1793,2,Office Clerks,47291
1794,2,Customer Services Clerks,2785
1795,2,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,181071
1796,2,Personal and Protective Service Workers,75944
1797,2,"Models, Sales Persons and Demonstrators",105127
1798,2,SKILLED AGRICULTURAL AND FISHERY WORKERS,20390
1799,2,Market Oriented Skilled Agricultural and Fishery Workers,20366
1800,2,Subsistence Agricultural and Fishery Workers,24
1801,2,CRAFT AND RELATED TRADES WORKERS,115105
1802,2,Extraction and Building Trades Workers,52875
1803,2,"Metal, Machinery and Related Trades Workers",36265
1804,2,"Precision, Handicraft, Printing and Related Trades Workers",5559
1805,2,Other Craft and Related Trades Workers,20406
1806,2,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,89695
1807,2,Stationary Plant and Related Operators,6802
1808,2,Machine Operators and Assemblers,15334
1809,2,Drivers and Mobile-Plant Operators,67559
1810,2,ELEMENTARY OCCUPATIONS,233711
1811,2,Sales and Services Elementary Occupations,57298
1812,2,"Agricultural, Fishery and Related Labourers",3208
1813,2,"Labourers in Mining, Construction, Manufacturing and Transport",173205
1814,2,WORKERS NOT CLASSIFIED BY OCCUPATIONS,94431
1815,2,Workers Not Reporting Any Occupations,94431
1816,6,TOTAL,3963772
1817,6,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",239907
1818,6,Legislators and Senior Officials,65064
1819,6,Corporate Managers,171175
1820,6,General Managers,3668
1821,6,PROFESSIONALS,250725
1822,6,"Physical, Mathematical and Engineering Science Professionals",62282
1823,6,Life Science and Health Professionals,42441
1824,6,Teaching Professionals,54584
1825,6,Other Professionals,91418
1826,6,TECHNICIANS AND ASSOCIATE PROFESSIONALS,360825
1827,6,Physical and Engineering Science Associate Professionals,26265
1828,6,Life Science and Health Associate Professionals,41452
1829,6,Teaching Associate Professionals,134982
1830,6,Other Associate Professionals,158126
1831,6,CLERKS,117973
1832,6,Office Clerks,110317
1833,6,Customer Services Clerks,7656
1834,6,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,687483
1835,6,Personal and Protective Service Workers,169935
1836,6,"Models, Sales Persons and Demonstrators",517548
1837,6,SKILLED AGRICULTURAL AND FISHERY WORKERS,118045
1838,6,Market Oriented Skilled Agricultural and Fishery Workers,118027
1839,6,Subsistence Agricultural and Fishery Workers,18
1840,6,CRAFT AND RELATED TRADES WORKERS,440388
1841,6,Extraction and Building Trades Workers,172049
1842,6,"Metal, Machinery and Related Trades Workers",130082
1843,6,"Precision, Handicraft, Printing and Related Trades Workers",20123
1844,6,Other Craft and Related Trades Workers,118134
1845,6,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,413185
1846,6,Stationary Plant and Related Operators,82478
1847,6,Machine Operators and Assemblers,84361
1848,6,Drivers and Mobile-Plant Operators,246346
1849,6,ELEMENTARY OCCUPATIONS,794619
1850,6,Sales and Services Elementary Occupations,220331
1851,6,"Agricultural, Fishery and Related Labourers",11069
1852,6,"Labourers in Mining, Construction, Manufacturing and Transport",563219
1853,6,WORKERS NOT CLASSIFIED BY OCCUPATIONS,540622
1854,6,Workers Not Reporting Any Occupations,540622
1855,1,TOTAL,1840621
1856,1,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",128710
1857,1,Legislators and Senior Officials,90348
1858,1,Corporate Managers,38172
1859,1,General Managers,190
1860,1,PROFESSIONALS,65961
1861,1,"Physical, Mathematical and Engineering Science Professionals",16813
1862,1,Life Science and Health Professionals,18142
1863,1,Teaching Professionals,15360
1864,1,Other Professionals,15646
1865,1,TECHNICIANS AND ASSOCIATE PROFESSIONALS,207830
1866,1,Physical and Engineering Science Associate Professionals,8181
1867,1,Life Science and Health Associate Professionals,33028
1868,1,Teaching Associate Professionals,102313
1869,1,Other Associate Professionals,64308
1870,1,CLERKS,44174
1871,1,Office Clerks,40590
1872,1,Customer Services Clerks,3584
1873,1,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,368648
1874,1,Personal and Protective Service Workers,142345
1875,1,"Models, Sales Persons and Demonstrators",226303
1876,1,SKILLED AGRICULTURAL AND FISHERY WORKERS,47143
1877,1,Market Oriented Skilled Agricultural and Fishery Workers,47133
1878,1,Subsistence Agricultural and Fishery Workers,10
1879,1,CRAFT AND RELATED TRADES WORKERS,165698
1880,1,Extraction and Building Trades Workers,68727
1881,1,"Metal, Machinery and Related Trades Workers",31272
1882,1,"Precision, Handicraft, Printing and Related Trades Workers",5807
1883,1,Other Craft and Related Trades Workers,59892
1884,1,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,113360
1885,1,Stationary Plant and Related Operators,5466
1886,1,Machine Operators and Assemblers,12502
1887,1,Drivers and Mobile-Plant Operators,95392
1888,1,ELEMENTARY OCCUPATIONS,181408
1889,1,Sales and Services Elementary Occupations,43656
1890,1,"Agricultural, Fishery and Related Labourers",5215
1891,1,"Labourers in Mining, Construction, Manufacturing and Transport",132537
1892,1,WORKERS NOT CLASSIFIED BY OCCUPATIONS,517689
1893,1,Workers Not Reporting Any Occupations,517689
1894,20,TOTAL,3331848
1895,20,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",74465
1896,20,Legislators and Senior Officials,16124
1897,20,Corporate Managers,57838
1898,20,General Managers,503
1899,20,PROFESSIONALS,323574
1900,20,"Physical, Mathematical and Engineering Science Professionals",59514
1901,20,Life Science and Health Professionals,21381
1902,20,Teaching Professionals,136618
1903,20,Other Professionals,106061
1904,20,TECHNICIANS AND ASSOCIATE PROFESSIONALS,230395
1905,20,Physical and Engineering Science Associate Professionals,7192
1906,20,Life Science and Health Associate Professionals,38096
1907,20,Teaching Associate Professionals,81350
1908,20,Other Associate Professionals,103757
1909,20,CLERKS,80477
1910,20,Office Clerks,75644
1911,20,Customer Services Clerks,4833
1912,20,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,645002
1913,20,Personal and Protective Service Workers,210531
1914,20,"Models, Sales Persons and Demonstrators",434471
1915,20,SKILLED AGRICULTURAL AND FISHERY WORKERS,41662
1916,20,Market Oriented Skilled Agricultural and Fishery Workers,41654
1917,20,Subsistence Agricultural and Fishery Workers,8
1918,20,CRAFT AND RELATED TRADES WORKERS,504281
1919,20,Extraction and Building Trades Workers,199315
1920,20,"Metal, Machinery and Related Trades Workers",116877
1921,20,"Precision, Handicraft, Printing and Related Trades Workers",48389
1922,20,Other Craft and Related Trades Workers,139700
1923,20,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,242415
1924,20,Stationary Plant and Related Operators,36367
1925,20,Machine Operators and Assemblers,51825
1926,20,Drivers and Mobile-Plant Operators,154223
1927,20,ELEMENTARY OCCUPATIONS,828787
1928,20,Sales and Services Elementary Occupations,158649
1929,20,"Agricultural, Fishery and Related Labourers",7508
1930,20,"Labourers in Mining, Construction, Manufacturing and Transport",662630
1931,20,WORKERS NOT CLASSIFIED BY OCCUPATIONS,360790
1932,20,Workers Not Reporting Any Occupations,360790
1933,29,TOTAL,11544053
1934,29,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",641479
1935,29,Legislators and Senior Officials,44484
1936,29,Corporate Managers,589863
1937,29,General Managers,7132
1938,29,PROFESSIONALS,916926
1939,29,"Physical, Mathematical and Engineering Science Professionals",418168
1940,29,Life Science and Health Professionals,79567
1941,29,Teaching Professionals,155315
1942,29,Other Professionals,263876
1943,29,TECHNICIANS AND ASSOCIATE PROFESSIONALS,866397
1944,29,Physical and Engineering Science Associate Professionals,71614
1945,29,Life Science and Health Associate Professionals,148780
1946,29,Teaching Associate Professionals,347206
1947,29,Other Associate Professionals,298797
1948,29,CLERKS,488286
1949,29,Office Clerks,442202
1950,29,Customer Services Clerks,46084
1951,29,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,1914415
1952,29,Personal and Protective Service Workers,620242
1953,29,"Models, Sales Persons and Demonstrators",1294173
1954,29,SKILLED AGRICULTURAL AND FISHERY WORKERS,381891
1955,29,Market Oriented Skilled Agricultural and Fishery Workers,381875
1956,29,Subsistence Agricultural and Fishery Workers,16
1957,29,CRAFT AND RELATED TRADES WORKERS,2245586
1958,29,Extraction and Building Trades Workers,865795
1959,29,"Metal, Machinery and Related Trades Workers",458292
1960,29,"Precision, Handicraft, Printing and Related Trades Workers",70444
1961,29,Other Craft and Related Trades Workers,851055
1962,29,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1187374
1963,29,Stationary Plant and Related Operators,125550
1964,29,Machine Operators and Assemblers,279055
1965,29,Drivers and Mobile-Plant Operators,782769
1966,29,ELEMENTARY OCCUPATIONS,2031361
1967,29,Sales and Services Elementary Occupations,449307
1968,29,"Agricultural, Fishery and Related Labourers",605261
1969,29,"Labourers in Mining, Construction, Manufacturing and Transport",976793
1970,29,WORKERS NOT CLASSIFIED BY OCCUPATIONS,870338
1971,29,Workers Not Reporting Any Occupations,870338
1972,31,TOTAL,10707
1973,31,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",430
1974,31,Legislators and Senior Officials,113
1975,31,Corporate Managers,313
1976,31,General Managers,4
1977,31,PROFESSIONALS,1052
1978,31,"Physical, Mathematical and Engineering Science Professionals",213
1979,31,Life Science and Health Professionals,106
1980,31,Teaching Professionals,584
1981,31,Other Professionals,149
1982,31,TECHNICIANS AND ASSOCIATE PROFESSIONALS,1575
1983,31,Physical and Engineering Science Associate Professionals,191
1984,31,Life Science and Health Associate Professionals,296
1985,31,Teaching Associate Professionals,596
1986,31,Other Associate Professionals,492
1987,31,CLERKS,616
1988,31,Office Clerks,602
1989,31,Customer Services Clerks,14
1990,31,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,1616
1991,31,Personal and Protective Service Workers,1360
1992,31,"Models, Sales Persons and Demonstrators",256
1993,31,SKILLED AGRICULTURAL AND FISHERY WORKERS,539
1994,31,Market Oriented Skilled Agricultural and Fishery Workers,539
1995,31,CRAFT AND RELATED TRADES WORKERS,1609
1996,31,Extraction and Building Trades Workers,907
1997,31,"Metal, Machinery and Related Trades Workers",382
1998,31,"Precision, Handicraft, Printing and Related Trades Workers",51
1999,31,Other Craft and Related Trades Workers,269
2000,31,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,1619
2001,31,Stationary Plant and Related Operators,130
2002,31,Machine Operators and Assemblers,120
2003,31,Drivers and Mobile-Plant Operators,1369
2004,31,ELEMENTARY OCCUPATIONS,1127
2005,31,Sales and Services Elementary Occupations,266
2006,31,"Agricultural, Fishery and Related Labourers",218
2007,31,"Labourers in Mining, Construction, Manufacturing and Transport",643
2008,31,WORKERS NOT CLASSIFIED BY OCCUPATIONS,524
2009,31,Workers Not Reporting Any Occupations,524
2010,32,TOTAL,7667922
2011,32,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",385071
2012,32,Legislators and Senior Officials,26751
2013,32,Corporate Managers,357441
2014,32,General Managers,879
2015,32,PROFESSIONALS,488670
2016,32,"Physical, Mathematical and Engineering Science Professionals",106195
2017,32,Life Science and Health Professionals,49857
2018,32,Teaching Professionals,180945
2019,32,Other Professionals,151673
2020,32,TECHNICIANS AND ASSOCIATE PROFESSIONALS,676072
2021,32,Physical and Engineering Science Associate Professionals,79667
2022,32,Life Science and Health Associate Professionals,163886
2023,32,Teaching Associate Professionals,202589
2024,32,Other Associate Professionals,229930
2025,32,CLERKS,343055
2026,32,Office Clerks,300267
2027,32,Customer Services Clerks,42788
2028,32,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,1234328
2029,32,Personal and Protective Service Workers,411690
2030,32,"Models, Sales Persons and Demonstrators",822638
2031,32,SKILLED AGRICULTURAL AND FISHERY WORKERS,485479
2032,32,Market Oriented Skilled Agricultural and Fishery Workers,485479
2033,32,CRAFT AND RELATED TRADES WORKERS,1806318
2034,32,Extraction and Building Trades Workers,1005937
2035,32,"Metal, Machinery and Related Trades Workers",281106
2036,32,"Precision, Handicraft, Printing and Related Trades Workers",64332
2037,32,Other Craft and Related Trades Workers,454943
2038,32,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,760629
2039,32,Stationary Plant and Related Operators,50199
2040,32,Machine Operators and Assemblers,90016
2041,32,Drivers and Mobile-Plant Operators,620414
2042,32,ELEMENTARY OCCUPATIONS,1293820
2043,32,Sales and Services Elementary Occupations,203643
2044,32,"Agricultural, Fishery and Related Labourers",451231
2045,32,"Labourers in Mining, Construction, Manufacturing and Transport",638946
2046,32,WORKERS NOT CLASSIFIED BY OCCUPATIONS,194480
2047,32,Workers Not Reporting Any Occupations,194480
2048,27,TOTAL,20223737
2049,27,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",1800385
2050,27,Legislators and Senior Officials,48627
2051,27,Corporate Managers,1737518
2052,27,General Managers,14240
2053,27,PROFESSIONALS,1408181
2054,27,"Physical, Mathematical and Engineering Science Professionals",492973
2055,27,Life Science and Health Professionals,188272
2056,27,Teaching Professionals,237445
2057,27,Other Professionals,489491
2058,27,TECHNICIANS AND ASSOCIATE PROFESSIONALS,1818136
2059,27,Physical and Engineering Science Associate Professionals,130873
2060,27,Life Science and Health Associate Professionals,297637
2061,27,Teaching Associate Professionals,677376
2062,27,Other Associate Professionals,712250
2063,27,CLERKS,1461342
2064,27,Office Clerks,1381340
2065,27,Customer Services Clerks,80002
2066,27,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,2711260
2067,27,Personal and Protective Service Workers,1137371
2068,27,"Models, Sales Persons and Demonstrators",1573889
2069,27,SKILLED AGRICULTURAL AND FISHERY WORKERS,299428
2070,27,Market Oriented Skilled Agricultural and Fishery Workers,299332
2071,27,Subsistence Agricultural and Fishery Workers,96
2072,27,CRAFT AND RELATED TRADES WORKERS,3153396
2073,27,Extraction and Building Trades Workers,1105419
2074,27,"Metal, Machinery and Related Trades Workers",754347
2075,27,"Precision, Handicraft, Printing and Related Trades Workers",315896
2076,27,Other Craft and Related Trades Workers,977734
2077,27,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2191197
2078,27,Stationary Plant and Related Operators,113636
2079,27,Machine Operators and Assemblers,713517
2080,27,Drivers and Mobile-Plant Operators,1364044
2081,27,ELEMENTARY OCCUPATIONS,3767898
2082,27,Sales and Services Elementary Occupations,1565524
2083,27,"Agricultural, Fishery and Related Labourers",3806
2084,27,"Labourers in Mining, Construction, Manufacturing and Transport",2198568
2085,27,WORKERS NOT CLASSIFIED BY OCCUPATIONS,1612514
2086,27,Workers Not Reporting Any Occupations,1612514
2087,14,TOTAL,417759
2088,14,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",11809
2089,14,Legislators and Senior Officials,4085
2090,14,Corporate Managers,7713
2091,14,General Managers,11
2092,14,PROFESSIONALS,34751
2093,14,"Physical, Mathematical and Engineering Science Professionals",2268
2094,14,Life Science and Health Professionals,3354
2095,14,Teaching Professionals,13849
2096,14,Other Professionals,15280
2097,14,TECHNICIANS AND ASSOCIATE PROFESSIONALS,54478
2098,14,Physical and Engineering Science Associate Professionals,1585
2099,14,Life Science and Health Associate Professionals,12591
2100,14,Teaching Associate Professionals,29351
2101,14,Other Associate Professionals,10951
2102,14,CLERKS,13726
2103,14,Office Clerks,12767
2104,14,Customer Services Clerks,959
2105,14,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,88053
2106,14,Personal and Protective Service Workers,35480
2107,14,"Models, Sales Persons and Demonstrators",52573
2108,14,SKILLED AGRICULTURAL AND FISHERY WORKERS,19636
2109,14,Market Oriented Skilled Agricultural and Fishery Workers,19636
2110,14,CRAFT AND RELATED TRADES WORKERS,54010
2111,14,Extraction and Building Trades Workers,22168
2112,14,"Metal, Machinery and Related Trades Workers",6686
2113,14,"Precision, Handicraft, Printing and Related Trades Workers",3787
2114,14,Other Craft and Related Trades Workers,21369
2115,14,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,27670
2116,14,Stationary Plant and Related Operators,751
2117,14,Machine Operators and Assemblers,3707
2118,14,Drivers and Mobile-Plant Operators,23212
2119,14,ELEMENTARY OCCUPATIONS,27552
2120,14,Sales and Services Elementary Occupations,6582
2121,14,"Agricultural, Fishery and Related Labourers",924
2122,14,"Labourers in Mining, Construction, Manufacturing and Transport",20046
2123,14,WORKERS NOT CLASSIFIED BY OCCUPATIONS,86074
2124,14,Workers Not Reporting Any Occupations,86074
2125,23,TOTAL,7212404
2126,23,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",217673
2127,23,Legislators and Senior Officials,37705
2128,23,Corporate Managers,178110
2129,23,General Managers,1858
2130,23,PROFESSIONALS,314098
2131,23,"Physical, Mathematical and Engineering Science Professionals",41290
2132,23,Life Science and Health Professionals,60598
2133,23,Teaching Professionals,57776
2134,23,Other Professionals,154434
2135,23,TECHNICIANS AND ASSOCIATE PROFESSIONALS,809974
2136,23,Physical and Engineering Science Associate Professionals,60099
2137,23,Life Science and Health Associate Professionals,157721
2138,23,Teaching Associate Professionals,394564
2139,23,Other Associate Professionals,197590
2140,23,CLERKS,239779
2141,23,Office Clerks,224602
2142,23,Customer Services Clerks,15177
2143,23,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,1505140
2144,23,Personal and Protective Service Workers,546937
2145,23,"Models, Sales Persons and Demonstrators",958203
2146,23,SKILLED AGRICULTURAL AND FISHERY WORKERS,213072
2147,23,Market Oriented Skilled Agricultural and Fishery Workers,213054
2148,23,Subsistence Agricultural and Fishery Workers,18
2149,23,CRAFT AND RELATED TRADES WORKERS,1032242
2150,23,Extraction and Building Trades Workers,314229
2151,23,"Metal, Machinery and Related Trades Workers",255260
2152,23,"Precision, Handicraft, Printing and Related Trades Workers",105718
2153,23,Other Craft and Related Trades Workers,357035
2154,23,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,537221
2155,23,Stationary Plant and Related Operators,40117
2156,23,Machine Operators and Assemblers,164380
2157,23,Drivers and Mobile-Plant Operators,332724
2158,23,ELEMENTARY OCCUPATIONS,1651728
2159,23,Sales and Services Elementary Occupations,420490
2160,23,"Agricultural, Fishery and Related Labourers",25565
2161,23,"Labourers in Mining, Construction, Manufacturing and Transport",1205673
2162,23,WORKERS NOT CLASSIFIED BY OCCUPATIONS,691477
2163,23,Workers Not Reporting Any Occupations,691477
2164,17,TOTAL,383403
2165,17,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",11042
2166,17,Legislators and Senior Officials,2858
2167,17,Corporate Managers,8141
2168,17,General Managers,43
2169,17,PROFESSIONALS,24045
2170,17,"Physical, Mathematical and Engineering Science Professionals",2159
2171,17,Life Science and Health Professionals,2880
2172,17,Teaching Professionals,9040
2173,17,Other Professionals,9966
2174,17,TECHNICIANS AND ASSOCIATE PROFESSIONALS,49073
2175,17,Physical and Engineering Science Associate Professionals,2202
2176,17,Life Science and Health Associate Professionals,7247
2177,17,Teaching Associate Professionals,30582
2178,17,Other Associate Professionals,9042
2179,17,CLERKS,13456
2180,17,Office Clerks,12472
2181,17,Customer Services Clerks,984
2182,17,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,75087
2183,17,Personal and Protective Service Workers,24702
2184,17,"Models, Sales Persons and Demonstrators",50385
2185,17,SKILLED AGRICULTURAL AND FISHERY WORKERS,15639
2186,17,Market Oriented Skilled Agricultural and Fishery Workers,15639
2187,17,CRAFT AND RELATED TRADES WORKERS,30625
2188,17,Extraction and Building Trades Workers,17967
2189,17,"Metal, Machinery and Related Trades Workers",5213
2190,17,"Precision, Handicraft, Printing and Related Trades Workers",1237
2191,17,Other Craft and Related Trades Workers,6208
2192,17,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,28647
2193,17,Stationary Plant and Related Operators,1028
2194,17,Machine Operators and Assemblers,1725
2195,17,Drivers and Mobile-Plant Operators,25894
2196,17,ELEMENTARY OCCUPATIONS,78723
2197,17,Sales and Services Elementary Occupations,15465
2198,17,"Agricultural, Fishery and Related Labourers",9362
2199,17,"Labourers in Mining, Construction, Manufacturing and Transport",53896
2200,17,WORKERS NOT CLASSIFIED BY OCCUPATIONS,57066
2201,17,Workers Not Reporting Any Occupations,57066
2202,15,TOTAL,180276
2203,15,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",11072
2204,15,Legislators and Senior Officials,3179
2205,15,Corporate Managers,7876
2206,15,General Managers,17
2207,15,PROFESSIONALS,14294
2208,15,"Physical, Mathematical and Engineering Science Professionals",940
2209,15,Life Science and Health Professionals,2243
2210,15,Teaching Professionals,5493
2211,15,Other Professionals,5618
2212,15,TECHNICIANS AND ASSOCIATE PROFESSIONALS,27593
2213,15,Physical and Engineering Science Associate Professionals,1890
2214,15,Life Science and Health Associate Professionals,3499
2215,15,Teaching Associate Professionals,16070
2216,15,Other Associate Professionals,6134
2217,15,CLERKS,9098
2218,15,Office Clerks,8632
2219,15,Customer Services Clerks,466
2220,15,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,38835
2221,15,Personal and Protective Service Workers,20379
2222,15,"Models, Sales Persons and Demonstrators",18456
2223,15,SKILLED AGRICULTURAL AND FISHERY WORKERS,7047
2224,15,Market Oriented Skilled Agricultural and Fishery Workers,7046
2225,15,Subsistence Agricultural and Fishery Workers,1
2226,15,CRAFT AND RELATED TRADES WORKERS,15453
2227,15,Extraction and Building Trades Workers,7215
2228,15,"Metal, Machinery and Related Trades Workers",2912
2229,15,"Precision, Handicraft, Printing and Related Trades Workers",451
2230,15,Other Craft and Related Trades Workers,4875
2231,15,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,14941
2232,15,Stationary Plant and Related Operators,285
2233,15,Machine Operators and Assemblers,880
2234,15,Drivers and Mobile-Plant Operators,13776
2235,15,ELEMENTARY OCCUPATIONS,21428
2236,15,Sales and Services Elementary Occupations,5294
2237,15,"Agricultural, Fishery and Related Labourers",330
2238,15,"Labourers in Mining, Construction, Manufacturing and Transport",15804
2239,15,WORKERS NOT CLASSIFIED BY OCCUPATIONS,20515
2240,15,Workers Not Reporting Any Occupations,20515
2241,13,TOTAL,289517
2242,13,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",13182
2243,13,Legislators and Senior Officials,6692
2244,13,Corporate Managers,6475
2245,13,General Managers,15
2246,13,PROFESSIONALS,23324
2247,13,"Physical, Mathematical and Engineering Science Professionals",1200
2248,13,Life Science and Health Professionals,2226
2249,13,Teaching Professionals,9625
2250,13,Other Professionals,10273
2251,13,TECHNICIANS AND ASSOCIATE PROFESSIONALS,43468
2252,13,Physical and Engineering Science Associate Professionals,2463
2253,13,Life Science and Health Associate Professionals,6708
2254,13,Teaching Associate Professionals,22337
2255,13,Other Associate Professionals,11960
2256,13,CLERKS,13505
2257,13,Office Clerks,12827
2258,13,Customer Services Clerks,678
2259,13,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,61337
2260,13,Personal and Protective Service Workers,29012
2261,13,"Models, Sales Persons and Demonstrators",32325
2262,13,SKILLED AGRICULTURAL AND FISHERY WORKERS,11662
2263,13,Market Oriented Skilled Agricultural and Fishery Workers,11662
2264,13,CRAFT AND RELATED TRADES WORKERS,22447
2265,13,Extraction and Building Trades Workers,10506
2266,13,"Metal, Machinery and Related Trades Workers",5458
2267,13,"Precision, Handicraft, Printing and Related Trades Workers",702
2268,13,Other Craft and Related Trades Workers,5781
2269,13,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,18200
2270,13,Stationary Plant and Related Operators,686
2271,13,Machine Operators and Assemblers,1355
2272,13,Drivers and Mobile-Plant Operators,16159
2273,13,ELEMENTARY OCCUPATIONS,25870
2274,13,Sales and Services Elementary Occupations,9470
2275,13,"Agricultural, Fishery and Related Labourers",1431
2276,13,"Labourers in Mining, Construction, Manufacturing and Transport",14969
2277,13,WORKERS NOT CLASSIFIED BY OCCUPATIONS,56522
2278,13,Workers Not Reporting Any Occupations,56522
2279,21,TOTAL,4567655
2280,21,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",153224
2281,21,Legislators and Senior Officials,24778
2282,21,Corporate Managers,127439
2283,21,General Managers,1007
2284,21,PROFESSIONALS,300646
2285,21,"Physical, Mathematical and Engineering Science Professionals",39895
2286,21,Life Science and Health Professionals,30352
2287,21,Teaching Professionals,109959
2288,21,Other Professionals,120440
2289,21,TECHNICIANS AND ASSOCIATE PROFESSIONALS,511329
2290,21,Physical and Engineering Science Associate Professionals,41691
2291,21,Life Science and Health Associate Professionals,101604
2292,21,Teaching Associate Professionals,203954
2293,21,Other Associate Professionals,164080
2294,21,CLERKS,130353
2295,21,Office Clerks,121161
2296,21,Customer Services Clerks,9192
2297,21,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,995395
2298,21,Personal and Protective Service Workers,305845
2299,21,"Models, Sales Persons and Demonstrators",689550
2300,21,SKILLED AGRICULTURAL AND FISHERY WORKERS,189653
2301,21,Market Oriented Skilled Agricultural and Fishery Workers,189476
2302,21,Subsistence Agricultural and Fishery Workers,177
2303,21,CRAFT AND RELATED TRADES WORKERS,550801
2304,21,Extraction and Building Trades Workers,235464
2305,21,"Metal, Machinery and Related Trades Workers",134616
2306,21,"Precision, Handicraft, Printing and Related Trades Workers",52588
2307,21,Other Craft and Related Trades Workers,128133
2308,21,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,318688
2309,21,Stationary Plant and Related Operators,14600
2310,21,Machine Operators and Assemblers,52382
2311,21,Drivers and Mobile-Plant Operators,251706
2312,21,ELEMENTARY OCCUPATIONS,977140
2313,21,Sales and Services Elementary Occupations,171219
2314,21,"Agricultural, Fishery and Related Labourers",21911
2315,21,"Labourers in Mining, Construction, Manufacturing and Transport",784010
2316,21,WORKERS NOT CLASSIFIED BY OCCUPATIONS,440426
2317,21,Workers Not Reporting Any Occupations,440426
2318,34,TOTAL,330880
