,District Code,Occupation,Total Main Worker (Person)
1695,401,Stationary Plant and Related Operators,1338
1696,401,Machine Operators and Assemblers,1791
1697,401,Drivers and Mobile-Plant Operators,5356
1698,401,ELEMENTARY OCCUPATIONS,18248
1699,401,Sales and Services Elementary Occupations,4825
1700,401,"Agricultural, Fishery and Related Labourers",349
1701,401,"Labourers in Mining, Construction, Manufacturing and Transport",13074
1702,401,WORKERS NOT CLASSIFIED BY OCCUPATIONS,5807
1703,401,Workers Not Reporting Any Occupations,5807
1704,402,TOTAL,45345
1705,402,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",1541
1706,402,Legislators and Senior Officials,520
1707,402,Corporate Managers,983
1708,402,General Managers,38
1709,402,PROFESSIONALS,3430
1710,402,"Physical, Mathematical and Engineering Science Professionals",218
1711,402,Life Science and Health Professionals,566
1712,402,Teaching Professionals,1447
1713,402,Other Professionals,1199
1714,402,TECHNICIANS AND ASSOCIATE PROFESSIONALS,9238
1715,402,Physical and Engineering Science Associate Professionals,119
1716,402,Life Science and Health Associate Professionals,658
1717,402,Teaching Associate Professionals,7635
1718,402,Other Associate Professionals,826
1719,402,CLERKS,1754
1720,402,Office Clerks,1665
1721,402,Customer Services Clerks,89
1722,402,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,13986
1723,402,Personal and Protective Service Workers,8203
1724,402,"Models, Sales Persons and Demonstrators",5783
1725,402,SKILLED AGRICULTURAL AND FISHERY WORKERS,1127
1726,402,Market Oriented Skilled Agricultural and Fishery Workers,1127
1727,402,CRAFT AND RELATED TRADES WORKERS,3843
1728,402,Extraction and Building Trades Workers,543
1729,402,"Metal, Machinery and Related Trades Workers",1380
1730,402,"Precision, Handicraft, Printing and Related Trades Workers",759
1731,402,Other Craft and Related Trades Workers,1161
1732,402,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,2387
1733,402,Stationary Plant and Related Operators,185
1734,402,Machine Operators and Assemblers,402
1735,402,Drivers and Mobile-Plant Operators,1800
1736,402,ELEMENTARY OCCUPATIONS,6475
1737,402,Sales and Services Elementary Occupations,1184
1738,402,"Agricultural, Fishery and Related Labourers",163
1739,402,"Labourers in Mining, Construction, Manufacturing and Transport",5128
1740,402,WORKERS NOT CLASSIFIED BY OCCUPATIONS,1564
1741,402,Workers Not Reporting Any Occupations,1564
1742,403,TOTAL,132826
1743,403,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",5942
1744,403,Legislators and Senior Officials,1302
1745,403,Corporate Managers,4558
1746,403,General Managers,82
1747,403,PROFESSIONALS,9960
1748,403,"Physical, Mathematical and Engineering Science Professionals",2678
1749,403,Life Science and Health Professionals,1234
1750,403,Teaching Professionals,2256
1751,403,Other Professionals,3792
1752,403,TECHNICIANS AND ASSOCIATE PROFESSIONALS,16990
1753,403,Physical and Engineering Science Associate Professionals,454
1754,403,Life Science and Health Associate Professionals,1182
1755,403,Teaching Associate Professionals,10822
1756,403,Other Associate Professionals,4532
1757,403,CLERKS,3886
1758,403,Office Clerks,3614
1759,403,Customer Services Clerks,272
1760,403,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,28822
1761,403,Personal and Protective Service Workers,12884
1762,403,"Models, Sales Persons and Demonstrators",15938
1763,403,SKILLED AGRICULTURAL AND FISHERY WORKERS,3052
1764,403,Market Oriented Skilled Agricultural and Fishery Workers,3052
1765,403,CRAFT AND RELATED TRADES WORKERS,19028
1766,403,Extraction and Building Trades Workers,6664
1767,403,"Metal, Machinery and Related Trades Workers",7138
1768,403,"Precision, Handicraft, Printing and Related Trades Workers",1700
1769,403,Other Craft and Related Trades Workers,3526
1770,403,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,12332
1771,403,Stationary Plant and Related Operators,1326
1772,403,Machine Operators and Assemblers,4848
1773,403,Drivers and Mobile-Plant Operators,6158
1774,403,ELEMENTARY OCCUPATIONS,29388
1775,403,Sales and Services Elementary Occupations,7770
1776,403,"Agricultural, Fishery and Related Labourers",292
1777,403,"Labourers in Mining, Construction, Manufacturing and Transport",21326
1778,403,WORKERS NOT CLASSIFIED BY OCCUPATIONS,3426
1779,403,Workers Not Reporting Any Occupations,3426
1780,404,TOTAL,160252
1781,404,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",5554
1782,404,Legislators and Senior Officials,912
1783,404,Corporate Managers,4408
1784,404,General Managers,234
1785,404,PROFESSIONALS,9794
1786,404,"Physical, Mathematical and Engineering Science Professionals",4242
1787,404,Life Science and Health Professionals,982
1788,404,Teaching Professionals,1710
1789,404,Other Professionals,2860
1790,404,TECHNICIANS AND ASSOCIATE PROFESSIONALS,14332
1791,404,Physical and Engineering Science Associate Professionals,566
1792,404,Life Science and Health Associate Professionals,1240
1793,404,Teaching Associate Professionals,7318
1794,404,Other Associate Professionals,5208
1795,404,CLERKS,4752
1796,404,Office Clerks,4504
1797,404,Customer Services Clerks,248
1798,404,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,25648
1799,404,Personal and Protective Service Workers,10214
1800,404,"Models, Sales Persons and Demonstrators",15434
1801,404,SKILLED AGRICULTURAL AND FISHERY WORKERS,3364
1802,404,Market Oriented Skilled Agricultural and Fishery Workers,3364
1803,404,CRAFT AND RELATED TRADES WORKERS,27214
1804,404,Extraction and Building Trades Workers,9968
1805,404,"Metal, Machinery and Related Trades Workers",12102
1806,404,"Precision, Handicraft, Printing and Related Trades Workers",1582
1807,404,Other Craft and Related Trades Workers,3562
1808,404,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,17558
1809,404,Stationary Plant and Related Operators,2224
1810,404,Machine Operators and Assemblers,4174
1811,404,Drivers and Mobile-Plant Operators,11160
1812,404,ELEMENTARY OCCUPATIONS,47994
1813,404,Sales and Services Elementary Occupations,9564
1814,404,"Agricultural, Fishery and Related Labourers",138
1815,404,"Labourers in Mining, Construction, Manufacturing and Transport",38292
1816,404,WORKERS NOT CLASSIFIED BY OCCUPATIONS,4042
1817,404,Workers Not Reporting Any Occupations,4042
1818,405,TOTAL,117188
1819,405,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",3468
1820,405,Legislators and Senior Officials,1282
1821,405,Corporate Managers,2138
1822,405,General Managers,48
1823,405,PROFESSIONALS,7334
1824,405,"Physical, Mathematical and Engineering Science Professionals",1360
1825,405,Life Science and Health Professionals,1152
1826,405,Teaching Professionals,2366
1827,405,Other Professionals,2456
1828,405,TECHNICIANS AND ASSOCIATE PROFESSIONALS,14532
1829,405,Physical and Engineering Science Associate Professionals,372
1830,405,Life Science and Health Associate Professionals,1102
1831,405,Teaching Associate Professionals,10846
1832,405,Other Associate Professionals,2212
1833,405,CLERKS,3980
1834,405,Office Clerks,3814
1835,405,Customer Services Clerks,166
1836,405,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,27258
1837,405,Personal and Protective Service Workers,10428
1838,405,"Models, Sales Persons and Demonstrators",16830
1839,405,SKILLED AGRICULTURAL AND FISHERY WORKERS,4280
1840,405,Market Oriented Skilled Agricultural and Fishery Workers,4274
1841,405,Subsistence Agricultural and Fishery Workers,6
1842,405,CRAFT AND RELATED TRADES WORKERS,15444
1843,405,Extraction and Building Trades Workers,4672
1844,405,"Metal, Machinery and Related Trades Workers",4906
1845,405,"Precision, Handicraft, Printing and Related Trades Workers",2844
1846,405,Other Craft and Related Trades Workers,3022
1847,405,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,11778
1848,405,Stationary Plant and Related Operators,3610
1849,405,Machine Operators and Assemblers,3134
1850,405,Drivers and Mobile-Plant Operators,5034
1851,405,ELEMENTARY OCCUPATIONS,25160
1852,405,Sales and Services Elementary Occupations,4088
1853,405,"Agricultural, Fishery and Related Labourers",1024
1854,405,"Labourers in Mining, Construction, Manufacturing and Transport",20048
1855,405,WORKERS NOT CLASSIFIED BY OCCUPATIONS,3954
1856,405,Workers Not Reporting Any Occupations,3954
1857,406,TOTAL,288460
1858,406,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",11744
1859,406,Legislators and Senior Officials,2384
1860,406,Corporate Managers,9176
1861,406,General Managers,184
1862,406,PROFESSIONALS,19490
1863,406,"Physical, Mathematical and Engineering Science Professionals",4834
1864,406,Life Science and Health Professionals,2626
1865,406,Teaching Professionals,4414
1866,406,Other Professionals,7616
1867,406,TECHNICIANS AND ASSOCIATE PROFESSIONALS,31456
1868,406,Physical and Engineering Science Associate Professionals,1126
1869,406,Life Science and Health Associate Professionals,2542
1870,406,Teaching Associate Professionals,18412
1871,406,Other Associate Professionals,9376
1872,406,CLERKS,10378
1873,406,Office Clerks,9768
1874,406,Customer Services Clerks,610
1875,406,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,66490
1876,406,Personal and Protective Service Workers,26514
1877,406,"Models, Sales Persons and Demonstrators",39976
1878,406,SKILLED AGRICULTURAL AND FISHERY WORKERS,10448
1879,406,Market Oriented Skilled Agricultural and Fishery Workers,10448
1880,406,CRAFT AND RELATED TRADES WORKERS,41128
1881,406,Extraction and Building Trades Workers,15718
1882,406,"Metal, Machinery and Related Trades Workers",11698
1883,406,"Precision, Handicraft, Printing and Related Trades Workers",5074
1884,406,Other Craft and Related Trades Workers,8638
1885,406,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,23260
1886,406,Stationary Plant and Related Operators,1510
1887,406,Machine Operators and Assemblers,8546
1888,406,Drivers and Mobile-Plant Operators,13204
1889,406,ELEMENTARY OCCUPATIONS,64916
1890,406,Sales and Services Elementary Occupations,15866
1891,406,"Agricultural, Fishery and Related Labourers",744
1892,406,"Labourers in Mining, Construction, Manufacturing and Transport",48306
1893,406,WORKERS NOT CLASSIFIED BY OCCUPATIONS,9150
1894,406,Workers Not Reporting Any Occupations,9150
1895,407,TOTAL,43236
1896,407,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",1358
1897,407,Legislators and Senior Officials,709
1898,407,Corporate Managers,646
1899,407,General Managers,3
1900,407,PROFESSIONALS,2376
1901,407,"Physical, Mathematical and Engineering Science Professionals",201
1902,407,Life Science and Health Professionals,452
1903,407,Teaching Professionals,655
1904,407,Other Professionals,1068
1905,407,TECHNICIANS AND ASSOCIATE PROFESSIONALS,6069
1906,407,Physical and Engineering Science Associate Professionals,114
1907,407,Life Science and Health Associate Professionals,612
1908,407,Teaching Associate Professionals,4638
1909,407,Other Associate Professionals,705
1910,407,CLERKS,1340
1911,407,Office Clerks,1296
1912,407,Customer Services Clerks,44
1913,407,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,13815
1914,407,Personal and Protective Service Workers,6897
1915,407,"Models, Sales Persons and Demonstrators",6918
1916,407,SKILLED AGRICULTURAL AND FISHERY WORKERS,2800
1917,407,Market Oriented Skilled Agricultural and Fishery Workers,2800
1918,407,CRAFT AND RELATED TRADES WORKERS,5348
1919,407,Extraction and Building Trades Workers,1648
1920,407,"Metal, Machinery and Related Trades Workers",1561
1921,407,"Precision, Handicraft, Printing and Related Trades Workers",395
1922,407,Other Craft and Related Trades Workers,1744
1923,407,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3026
1924,407,Stationary Plant and Related Operators,271
1925,407,Machine Operators and Assemblers,939
1926,407,Drivers and Mobile-Plant Operators,1816
1927,407,ELEMENTARY OCCUPATIONS,5587
1928,407,Sales and Services Elementary Occupations,1062
1929,407,"Agricultural, Fishery and Related Labourers",134
1930,407,"Labourers in Mining, Construction, Manufacturing and Transport",4391
1931,407,WORKERS NOT CLASSIFIED BY OCCUPATIONS,1517
1932,407,Workers Not Reporting Any Occupations,1517
1933,408,TOTAL,145478
1934,408,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",3920
1935,408,Legislators and Senior Officials,1288
1936,408,Corporate Managers,2588
1937,408,General Managers,44
1938,408,PROFESSIONALS,7786
1939,408,"Physical, Mathematical and Engineering Science Professionals",1210
1940,408,Life Science and Health Professionals,1516
1941,408,Teaching Professionals,2526
1942,408,Other Professionals,2534
1943,408,TECHNICIANS AND ASSOCIATE PROFESSIONALS,15490
1944,408,Physical and Engineering Science Associate Professionals,418
1945,408,Life Science and Health Associate Professionals,1216
1946,408,Teaching Associate Professionals,10284
1947,408,Other Associate Professionals,3572
1948,408,CLERKS,4548
1949,408,Office Clerks,4352
1950,408,Customer Services Clerks,196
1951,408,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,39384
1952,408,Personal and Protective Service Workers,18884
1953,408,"Models, Sales Persons and Demonstrators",20500
1954,408,SKILLED AGRICULTURAL AND FISHERY WORKERS,6010
1955,408,Market Oriented Skilled Agricultural and Fishery Workers,6010
1956,408,CRAFT AND RELATED TRADES WORKERS,20976
1957,408,Extraction and Building Trades Workers,7588
1958,408,"Metal, Machinery and Related Trades Workers",6150
1959,408,"Precision, Handicraft, Printing and Related Trades Workers",1610
1960,408,Other Craft and Related Trades Workers,5628
1961,408,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,14328
1962,408,Stationary Plant and Related Operators,1612
1963,408,Machine Operators and Assemblers,5620
1964,408,Drivers and Mobile-Plant Operators,7096
1965,408,ELEMENTARY OCCUPATIONS,29202
1966,408,Sales and Services Elementary Occupations,7780
1967,408,"Agricultural, Fishery and Related Labourers",466
1968,408,"Labourers in Mining, Construction, Manufacturing and Transport",20956
1969,408,WORKERS NOT CLASSIFIED BY OCCUPATIONS,3834
1970,408,Workers Not Reporting Any Occupations,3834
1971,409,TOTAL,486631
1972,409,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",20277
1973,409,Legislators and Senior Officials,2806
1974,409,Corporate Managers,16505
1975,409,General Managers,966
1976,409,PROFESSIONALS,30649
1977,409,"Physical, Mathematical and Engineering Science Professionals",8757
1978,409,Life Science and Health Professionals,4609
1979,409,Teaching Professionals,7941
1980,409,Other Professionals,9342
1981,409,TECHNICIANS AND ASSOCIATE PROFESSIONALS,42091
1982,409,Physical and Engineering Science Associate Professionals,1998
1983,409,Life Science and Health Associate Professionals,3585
1984,409,Teaching Associate Professionals,21467
1985,409,Other Associate Professionals,15041
1986,409,CLERKS,13356
1987,409,Office Clerks,12268
1988,409,Customer Services Clerks,1088
1989,409,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,91152
1990,409,Personal and Protective Service Workers,36245
1991,409,"Models, Sales Persons and Demonstrators",54907
1992,409,SKILLED AGRICULTURAL AND FISHERY WORKERS,12825
1993,409,Market Oriented Skilled Agricultural and Fishery Workers,12825
1994,409,CRAFT AND RELATED TRADES WORKERS,86616
1995,409,Extraction and Building Trades Workers,29098
1996,409,"Metal, Machinery and Related Trades Workers",33429
1997,409,"Precision, Handicraft, Printing and Related Trades Workers",9967
1998,409,Other Craft and Related Trades Workers,14122
1999,409,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,53417
2000,409,Stationary Plant and Related Operators,4598
2001,409,Machine Operators and Assemblers,20347
2002,409,Drivers and Mobile-Plant Operators,28472
2003,409,ELEMENTARY OCCUPATIONS,125216
2004,409,Sales and Services Elementary Occupations,34148
2005,409,"Agricultural, Fishery and Related Labourers",1214
2006,409,"Labourers in Mining, Construction, Manufacturing and Transport",89854
2007,409,WORKERS NOT CLASSIFIED BY OCCUPATIONS,11032
2008,409,Workers Not Reporting Any Occupations,11032
2009,410,TOTAL,571398
2010,410,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",21357
